id,i001,i002,i003,i004,i005,i006,i007,i008,i009,i010,i011,i012,i013,i014,i015,i016,i017,i018,i019,i020,i021,i022,i023,i024,i025,i026,i027,i028,i029,i030,i031,i032,i033,i034,i035,i036,i037,i038,i039,i040,i041,i042,i043,i044,i045,i046,i047,i048,i049,i050,i051,i052,i053,i054,i055,i056,i057,i058,i059,i060,i061,i062,i063,i064,i065,i066,i067,i068,i069,i070,i071,i072,i073,i074,i075,i076,i077,i078,i079,i080,i081,i082,i083,i084,i085,i086,i087,i088,i089,i090,i091,i092,i093,i094,i095,i096,i097,i098,i099,i100,i101,i102,i103,i104,i105,i106,i107,i108,i109,i110,i111,i112,i113,i114
79009,3,2,2,3,2,2,3,3,4,3,3,2,4,3,2,1,2,1,2,2,2,2,1,1,3,2,2,2,1,2,2,3,2,2,2,1,2,1,1,3,2,3,2,2,2,3,1,4,4,4,2,4,4,3,2,3,3,4,4,3,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,3,2,1,1,2,3,3,3,2,2,1,2,2,2,2,1,1,1,2,2,3,3,4,2,1,1
79010,2,2,3,2,3,2,2,2,2,3,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,2,2,2,2,2,2,3,2,1
79011,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1
79012,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1
79013,2,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1
79014,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,3,2,1
79015,2,3,3,2,3,3,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,1,1,1,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1
79016,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79017,2,3,3,2,3,3,3,2,2,2,3,2,2,3,2,2,1,1,2,2,2,1,1,2,3,3,3,3,1,2,1,2,1,1,2,2,3,2,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,1,3,2,2,2,2,1,1,1,3,3,1
79018,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
79019,3,3,3,2,3,3,2,2,2,2,2,3,3,3,2,2,1,2,1,1,1,2,3,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,3,2,1,2,2,2,2,1,1,1,2,2,2,2,2,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,4,1,1,3,2,1,1,2,2,3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1
79020,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
79021,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79022,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79023,2,3,3,2,3,3,3,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1
79024,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1
79025,3,2,2,2,1,3,3,3,2,1,1,3,2,1,1,3,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,3,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,3,1,1,2,2
79026,1,3,3,2,2,2,3,3,1,3,2,3,1,2,1,1,1,3,1,1,1,2,1,1,3,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,3,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,2,1,1,1,3,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,3,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,2
79027,3,3,3,2,3,2,2,2,3,2,3,3,2,3,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,3,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1,1,2,2,1,2,1,1,3,1,2,1,1,1
79028,1,1,2,3,2,3,3,3,2,2,3,2,2,2,2,1,1,1,1,3,1,1,1,1,1,3,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,3,2,1,3,1,1,1,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,3,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1
79029,3,3,2,3,2,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,2,1,1,3,1,3,1,2,1,2,1,1,1,3,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,1,2
79030,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,1,2,1,1,1,3,1,1,1,2,3,1,1,3,1,2,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,3,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1
79031,3,2,2,3,2,2,3,3,3,3,2,2,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,3,1,1,1,3,1,1,2,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,3,1,1,1,1,1,1,3,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,3,1
79040,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
79041,2,2,2,4,1,2,2,2,3,3,2,3,2,3,1,2,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,2,3,2,2,3,2,2,3,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,3,2,2,3,2,1,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1
79042,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
79043,2,2,2,3,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,3,2,2,3,2,1,1,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,3,2,2,3,2,2,2,3,1,2,1,1,1,1,3,3,2,2,2,3,2,2,1,2,1,2,2,3,2,3,3,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,2,1,2,3,3,2,1
79044,2,1,2,3,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
79045,1,2,2,2,3,3,4,3,4,3,3,2,1,2,1,1,2,1,2,3,1,1,1,2,2,1,2,2,1,1,3,2,2,2,1,1,2,2,1,1,2,3,1,2,2,2,1,2,2,3,1,2,1,1,1,2,2,2,3,1,2,3,1,2,1,1,1,3,1,2,1,1,1,2,1,2,1,2,3,2,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,3,1,2,3,2,2,1,1,3,1,1,3,2,3
79046,3,3,3,1,4,2,3,3,3,3,3,2,2,2,1,2,1,1,3,2,3,4,2,2,1,2,1,2,1,2,2,3,2,2,1,1,1,2,3,4,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,4,2,2,1,2,1,1,2,3,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,3,1
79047,3,3,3,1,3,3,3,4,3,4,3,3,2,3,1,2,1,1,2,2,1,2,3,1,2,2,1,1,2,2,1,2,3,1,2,1,3,1,2,1,2,1,1,3,2,1,2,1,3,1,2,1,3,2,1,2,1,1,3,1,2,2,1,1,3,3,2,2,2,3,2,1,3,2,2,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,3,1,2,1,2
79048,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79049,2,2,2,2,2,3,2,2,2,2,3,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,1
79050,4,4,3,1,3,3,4,3,3,3,4,4,3,4,1,1,3,2,1,3,2,1,1,1,3,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,3,2,1,3,2,3,2,1,2,1,3,1,2,1,1,1,2,1,2,1,3,3,1,2,2,1,2,1,3,1,2,3,2,1,3,1,2,1,3,1,2,1,2,1,2,1,1,1,2,1,1,3,2,2,1,1,1
79051,1,4,4,2,4,4,3,2,3,4,4,2,2,2,1,2,1,2,2,1,1,1,1,2,1,1,2,1,3,2,1,3,2,1,1,1,2,1,1,3,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,3,1,3,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1
79052,3,3,3,1,3,3,3,2,3,3,3,2,3,4,1,2,1,1,1,1,2,1,2,4,2,1,3,1,2,2,1,1,1,1,1,3,2,1,1,2,3,3,1,1,1,1,3,2,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,3,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,2,1,3,1,1,2,1,1,1,2,2,2,1,1,1,2
79053,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79054,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,2
79055,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1
79056,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1
79057,2,2,2,3,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1
79058,2,1,3,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,3,2,2,3,3,3,4,2,2,2,1,1,1,1,1,3,2,1,2,2,3,3,2,2,1,2,1,2,3,2,2,2,2,2,1,1,3,1,2,1,2,2,2,1,3,2,1,3,3,2,1,2,2,1,1,2,2,1,2,1,2,2,2,3,2,2,2,2,3,2,1,2,2,3,1,2,1,2,3,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2
79059,1,2,3,4,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1
79060,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,3,2,2,1,2,2,1,1,1,1,1
79061,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79062,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79063,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
79064,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1
79065,2,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1
79066,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
79067,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1
79068,2,3,2,3,3,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1
79069,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1
79070,2,2,2,3,3,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1
79071,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79072,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
79073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79074,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
79075,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
